timestamp,src_ip,src_port,dst_ip,dst_port,highest_protocol,length,url,status_code,attack_type
1759038760.904781000,172.17.0.1,50854,172.17.0.3,80,URLENCODED-FORM,828,http://localhost/vulnerabilities/exec/,200,
